emp_id,Full_Name,Department,Job_Title,hire_date,Performance_Rating,Experience_Years,Status,Work_Mode,salary,Country,City,Age,Job_Level,Hire_Year,Tenure_Years,Years_Since_Hire,Is_Active,Performance_Score,Salary_Band,Hire_Month,Hire_Quarter
EMP-12937,Prof. Jan Renier,Sales,Regional Lead,07-10-2016,Good,33,Active,Hybrid,94353,Italy,Venice,42,Mid,2016,9.8,10,1,3,Medium,10,4
EMP-12938,Prof. Eleanor-Felix Wilkinson,Sales,Sales Manager,14-12-2012,Satisfactory,13,Active,On-site,80487,France,Lyon,37,Senior,2012,13.6,14,1,2,Medium,12,4
EMP-12939,Dott. Florence Rossi,Sales,Sales Director,24-04-2011,Excellent,30,Resigned,Hybrid,118274,United Kingdom,Leeds,59,Director,2011,15.3,15,0,4,High,4,2
EMP-12940,Miss Valentina Wieloch,Operations,Operations Manager,17-05-2013,Good,17,Active,On-site,59417,Poland,Poznan,51,Mid,2013,13.2,13,1,3,Medium,5,2
EMP-12941,Abdul Colas,Operations,Operations Director,06-06-2018,Satisfactory,9,Active,On-site,133876,Spain,Seville,49,Senior,2018,8.2,8,1,2,High,6,2
EMP-12942,Dr. Bertrand Foster,Sales,Sales Executive,18-08-2008,Satisfactory,7,Active,Remote,82116,Poland,Lodz,27,Junior,2008,18,18,1,2,Medium,8,3
EMP-12943,Dipl.-Ing. Valentina Harris,Operations,Supply Chain,27-05-2011,Needs Improvement,29,Active,On-site,117879,France,Toulouse,30,Mid,2011,15.2,15,1,1,High,5,2
EMP-12944,Mr Maartje De Vries,Operations,Supply Chain,28-09-2025,Satisfactory,19,Active,On-site,77416,France,Nice,23,Senior,2025,0.9,1,1,2,Medium,9,3
EMP-12945,Mrs Anastasia Eimer,Finance,Finance Manager,06-04-2020,Satisfactory,26,Active,Remote,73092,United Kingdom,Manchester,40,Mid,2020,6.3,6,1,2,Medium,4,2
EMP-12946,Marco-Valentina Renier,Finance,CFO,30-04-2026,Satisfactory,20,Active,On-site,69778,France,Toulouse,50,Senior,2026,0.3,0,1,2,Medium,4,2
EMP-12947,Mrs Bertrand-Dylan Koch,Finance,Tax Specialist,09-10-2023,Satisfactory,8,Active,Remote,132754,Spain,Seville,38,Mid,2023,2.8,3,1,2,High,10,4
EMP-12948,Dr. Jeanne Green,Finance,Financial Analyst,17-02-2020,Satisfactory,18,Active,Hybrid,35000,France,Lyon,59,Mid,2020,6.5,6,1,2,Low,2,1
EMP-12949,Theodor Collin,IT,Data Engineer,29-01-2025,Satisfactory,0,Active,Hybrid,120075,Italy,Rome,50,Mid,2025,1.5,1,1,2,High,1,1
EMP-12950,Mr Andree Wirth,Sales,Regional Lead,29-05-2008,Satisfactory,5,Active,Hybrid,56694,Poland,Lodz,39,Junior,2008,18.2,18,1,2,Medium,5,2
EMP-12951,Dr. William Joubert,Operations,Operations Analyst,11-01-2016,Good,23,Active,Remote,106352,France,Marseille,58,Director,2016,10.6,10,1,3,High,1,1
EMP-12952,Miss Bernard Wilson,Sales,Regional Lead,15-07-2022,Good,13,Active,On-site,40713,France,Marseille,40,Junior,2022,4.1,4,1,3,Low,7,3
EMP-12953,Sig.Ra Micha Vidal,Operations,Operations Manager,06-12-2015,Excellent,20,Active,Hybrid,50072,Spain,Bilbao,34,Senior,2015,10.7,11,1,4,Low,12,4
EMP-12954,Luce-Maartje Sureda,IT,System Admin,14-12-2019,Excellent,24,Active,Remote,97063,France,Paris,47,Mid,2019,6.6,7,1,4,High,12,4
EMP-12955,William Gough,IT,Software Developer,10-06-2020,Good,14,Active,On-site,52658,United Kingdom,Leeds,39,Senior,2020,6.2,6,1,3,Low,6,2
EMP-12956,Jeanne Knappe,IT,Software Developer,02-06-2009,Excellent,21,Active,Hybrid,101808,Italy,Rome,50,Director,2009,17.2,17,1,4,High,6,2
EMP-12957,Sara Nowak,Finance,Tax Specialist,13-02-2018,Good,29,Active,Hybrid,55879,Poland,Wroclaw,37,Senior,2018,8.5,8,1,3,Medium,2,1
EMP-12958,Univ.Prof. Jenny Henk,HR,HR Manager,11-03-2012,Good,31,Active,On-site,66716,United Kingdom,London,50,Senior,2012,14.4,14,1,3,Medium,3,1
EMP-12959,Prof. Sarah Hellevoort,Operations,Operations Director,16-09-2023,Excellent,21,Active,On-site,102591,Italy,Rome,59,Mid,2023,2.9,3,1,4,High,9,3
EMP-12960,Dott. Lindsey Gough,Finance,Accountant,21-04-2026,Good,26,Active,Remote,58573,United Kingdom,Leeds,52,Senior,2026,0.3,0,1,3,Medium,4,2
EMP-12961,Prof. Anastasia De Vries,Finance,Accountant,21-04-2021,Good,26,Active,On-site,108855,France,Toulouse,49,Mid,2021,5.3,5,1,3,High,4,2
EMP-12962,Eckehard Wieloch,Sales,Sales Manager,11-05-2015,Satisfactory,21,Active,Hybrid,61238,United Kingdom,London,37,Senior,2015,11.2,11,1,2,Medium,5,2
EMP-12963,Eckehard Van Den Nuwenhuysen,IT,IT Manager,22-02-2023,Satisfactory,8,Active,Hybrid,127843,France,Nice,32,Mid,2023,3.5,3,1,2,High,2,1
EMP-12964,Dr. Annamaria Schmidt,Operations,Operations Analyst,06-01-2015,Excellent,20,Resigned,On-site,43571,France,Paris,42,Senior,2015,11.6,11,0,4,Low,1,1
EMP-12965,Dr. Theodor-Laurent Jennings,Operations,Supply Chain,27-04-2024,Good,35,Active,Remote,85714,Poland,Lodz,51,Mid,2024,2.3,2,1,3,Medium,4,2
EMP-12966,Nora Schmidt,Operations,Operations Manager,13-02-2016,Good,19,Active,On-site,64964,Italy,Turin,30,Junior,2016,10.5,10,1,3,Medium,2,1
EMP-12967,Dipl.-Ing. Nigel Wieloch,Operations,Logistics,24-01-2015,Excellent,10,Active,Remote,52824,Germany,Berlin,21,Director,2015,11.5,11,1,4,Low,1,1
EMP-12968,Florence Rossi,IT,System Admin,25-01-2021,Needs Improvement,22,Active,On-site,66052,Germany,Munich,59,Mid,2021,5.5,5,1,1,Medium,1,1
EMP-12969,Univ.Prof. Gina Velderman,HR,HR Coordinator,14-04-2024,Good,35,Active,On-site,130076,Spain,Seville,39,Mid,2024,2.3,2,1,3,High,4,2
EMP-12970,Tina Ruggeri,IT,IT Manager,17-06-2011,Excellent,13,Active,On-site,58394,United Kingdom,London,32,Mid,2011,15.1,15,1,4,Medium,6,2
EMP-12971,Univ.Prof. Xavier Van Den Nuwenhuysen,Operations,Supply Chain,17-12-2008,Good,6,Active,On-site,76346,Netherlands,Amsterdam,47,Director,2008,17.6,18,1,3,Medium,12,4
EMP-12972,Jeanne Edwards,Operations,Operations Director,15-07-2012,Good,9,Active,Hybrid,85544,France,Lyon,22,Director,2012,14.1,14,1,3,Medium,7,3
EMP-12973,Dipl.-Ing. Anna Gough,HR,Talent Specialist,16-02-2025,Excellent,10,Active,Hybrid,35000,France,Lyon,43,Mid,2025,1.5,1,1,4,Low,2,1
EMP-12974,Univ.Prof. Eckehard Zwaben,Sales,Business Development,06-04-2014,Satisfactory,11,Active,Remote,98943,Italy,Naples,21,Senior,2014,12.3,12,1,2,High,4,2
EMP-12975,Lucas Foster,Finance,CFO,24-04-2019,Satisfactory,25,Active,Remote,74730,Italy,Turin,41,Mid,2019,7.3,7,1,2,Medium,4,2
EMP-12976,Sig.Ra Nora Harris,Finance,Accountant,07-09-2012,Needs Improvement,17,Active,On-site,67753,Germany,Frankfurt,52,Senior,2012,13.9,14,1,1,Medium,9,3
EMP-12977,Dr. Julia Wirth,Sales,Regional Lead,09-12-2016,Satisfactory,10,Active,On-site,103260,Poland,Warsaw,33,Senior,2016,9.7,10,1,2,High,12,4
EMP-12978,Dylan Lindner,Sales,Sales Executive,26-10-2016,Good,34,Active,On-site,89913,Poland,Krakow,31,Senior,2016,9.8,10,1,3,Medium,10,4
EMP-12979,Univ.Prof. Marco Hellevoort,IT,DevOps Engineer,17-12-2013,Satisfactory,10,Active,On-site,74589,United Kingdom,London,30,Senior,2013,12.6,13,1,2,Medium,12,4
EMP-12980,Dipl.-Ing. Lesley Schmidt,Operations,Operations Manager,26-10-2020,Good,25,Active,On-site,84917,United Kingdom,London,32,Mid,2020,5.8,6,1,3,Medium,10,4
EMP-12981,Univ.Prof. Abdul Garcia,Finance,Tax Specialist,23-09-2010,Excellent,19,Active,On-site,129180,United Kingdom,Edinburgh,35,Mid,2010,15.9,16,1,4,High,9,3
EMP-12982,Hortense-Felix Sureda,IT,Software Developer,24-11-2018,Satisfactory,18,Active,Hybrid,89137,Spain,Seville,34,Mid,2018,7.7,8,1,2,Medium,11,4
EMP-12983,Dr. Reinhold Henk,HR,HR Coordinator,20-09-2016,Good,8,Active,Remote,100489,Italy,Rome,37,Junior,2016,9.9,10,1,3,High,9,3
EMP-12984,Xavier Wieloch,Sales,Business Development,31-07-2018,Needs Improvement,4,Resigned,On-site,77170,Netherlands,The Hague,48,Mid,2018,8,8,0,1,Medium,7,3
EMP-12985,Gina Vidal,Sales,Sales Manager,03-10-2010,Good,19,Active,Hybrid,62923,Netherlands,Eindhoven,37,Senior,2010,15.8,16,1,3,Medium,10,4
EMP-12986,Miss Julia Diallo,Operations,Logistics,06-01-2016,Excellent,4,Active,Remote,35000,Netherlands,Eindhoven,21,Director,2016,10.6,10,1,4,Low,1,1
EMP-12987,Miss Marco Besnard,Operations,Operations Analyst,06-10-2020,Good,17,Active,Hybrid,64914,Poland,Poznan,36,Senior,2020,5.8,6,1,3,Medium,10,4
EMP-12988,Olivia Stiebitz,Operations,Operations Manager,01-04-2018,Excellent,17,Active,On-site,130943,France,Nice,47,Mid,2018,8.4,8,1,4,High,4,2
EMP-12989,Dipl.-Ing. Andree Hellevoort,Operations,Logistics,30-09-2012,Satisfactory,17,Active,Hybrid,117365,Italy,Rome,43,Mid,2012,13.9,14,1,2,High,9,3
EMP-12990,Dipl.-Ing. Olivia-Nigel Harris,Operations,Operations Manager,14-01-2025,Needs Improvement,18,Active,Hybrid,69430,Italy,Naples,33,Senior,2025,1.6,1,1,1,Medium,1,1
EMP-12991,Dylan Rees,IT,DevOps Engineer,10-05-2022,Good,23,Active,On-site,88303,Germany,Munich,31,Mid,2022,4.2,4,1,3,Medium,5,2
EMP-12992,Univ.Prof. Reinhold-Tina Baker,HR,Talent Specialist,26-03-2014,Good,0,Active,On-site,35000,United Kingdom,Birmingham,59,Junior,2014,12.4,12,1,3,Low,3,1
EMP-12993,Dott. Maartje De Vries,IT,IT Manager,07-12-2023,Good,18,Active,On-site,119888,France,Lyon,50,Senior,2023,2.7,3,1,3,High,12,4
EMP-12994,Dr. Anna Henk,IT,System Admin,15-03-2019,Satisfactory,0,Active,On-site,111937,Poland,Lodz,39,Senior,2019,7.4,7,1,2,High,3,1
EMP-12995,Mr Xavier Foster,Sales,Sales Director,04-08-2009,Excellent,10,Active,On-site,89467,Germany,Munich,34,Director,2009,17,17,1,4,Medium,8,3
EMP-12996,Dipl.-Ing. Anastasia Foster,HR,HR Manager,01-11-2013,Excellent,23,Active,Remote,120108,United Kingdom,Leeds,41,Mid,2013,12.8,13,1,4,High,11,4
EMP-12997,Dr. Olivia Trommler,Operations,Operations Analyst,21-11-2011,Excellent,31,Active,On-site,44319,Italy,Turin,48,Mid,2011,14.7,15,1,4,Low,11,4
EMP-12998,Univ.Prof. Olivia Edwards,Sales,Business Development,01-12-2015,Satisfactory,9,Active,On-site,126405,France,Nice,39,Senior,2015,10.7,11,1,2,High,12,4
EMP-12999,Dipl.-Ing. Linus-Olivia Vidal,IT,DevOps Engineer,25-10-2017,Satisfactory,10,Active,Remote,63575,Spain,Barcelona,34,Mid,2017,8.8,9,1,2,Medium,10,4
EMP-13000,Dott. Olivia Diallo,IT,IT Manager,15-09-2014,Good,21,Active,On-site,46097,United Kingdom,London,47,Mid,2014,11.9,12,1,3,Low,9,3
EMP-13001,Elena Wieloch,Operations,Operations Analyst,24-02-2011,Satisfactory,19,Active,Remote,100840,Poland,Krakow,38,Junior,2011,15.4,15,1,2,High,2,1
EMP-13002,Olivia Young,HR,HR Manager,16-09-2021,Needs Improvement,28,Active,Remote,35000,Italy,Venice,59,Mid,2021,4.9,5,1,1,Low,9,3
EMP-13003,Univ.Prof. Lauren Wilkinson,Sales,Sales Executive,17-06-2021,Needs Improvement,20,Active,Remote,35000,Netherlands,The Hague,44,Senior,2021,5.1,5,1,1,Low,6,2
EMP-13004,Univ.Prof. Nora Diallo,IT,IT Manager,18-09-2023,Good,31,Active,On-site,67302,Italy,Venice,29,Mid,2023,2.9,3,1,3,Medium,9,3
EMP-13005,Mrs Linus Erve,HR,Talent Specialist,17-11-2024,Good,21,Active,Remote,69931,Germany,Frankfurt,33,Senior,2024,1.7,2,1,3,Medium,11,4
EMP-13006,Mr Georges Joubert,Sales,Sales Manager,31-10-2021,Excellent,14,Active,On-site,108961,United Kingdom,Leeds,39,Mid,2021,4.8,5,1,4,High,10,4
EMP-13007,Hortense Schmidt,Finance,Accountant,24-10-2025,Excellent,28,Active,Remote,98930,France,Marseille,50,Mid,2025,0.8,1,1,4,High,10,4
EMP-13008,Bernard Pincherle,IT,IT Manager,28-05-2024,Excellent,34,Active,On-site,95648,Poland,Warsaw,45,Mid,2024,2.2,2,1,4,High,5,2
EMP-13009,Miss Elena De Vries,Sales,Sales Director,01-12-2009,Good,6,Active,Hybrid,91152,Netherlands,Eindhoven,37,Senior,2009,16.7,17,1,3,Medium,12,4
EMP-13010,Miss Olivia Hellevoort,Sales,Sales Director,07-09-2017,Good,4,Active,On-site,124844,Poland,Krakow,32,Senior,2017,8.9,9,1,3,High,9,3
EMP-13011,Xavier-Reinhold Baker,IT,DevOps Engineer,05-11-2009,Excellent,4,Active,On-site,37926,Spain,Madrid,39,Senior,2009,16.8,17,1,4,Low,11,4
EMP-13012,Eckehard-Lauren Lindner,IT,System Admin,25-04-2014,Excellent,17,Terminated,Hybrid,105946,Italy,Venice,45,Senior,2014,12.3,12,0,4,High,4,2
EMP-13013,Nigel Diaz,IT,IT Manager,29-12-2008,Good,5,Resigned,On-site,82486,Italy,Turin,39,Junior,2008,17.6,18,0,3,Medium,12,4
EMP-13014,Prof. Andree Moulin,IT,Software Developer,18-08-2020,Good,21,Resigned,Hybrid,40925,Italy,Turin,34,Junior,2020,6,6,0,3,Low,8,3
EMP-13015,Dott. Lucas Green,IT,IT Manager,09-04-2010,Good,11,Active,Remote,40806,United Kingdom,Berlin,34,Senior,2010,16.3,16,1,3,Low,4,2
EMP-13016,Lee Knappe,IT,Data Engineer,10-02-2020,Good,1,Active,Remote,56356,Germany,Munich,25,Junior,2020,6.5,6,1,3,Medium,2,1
EMP-13017,Sarah Nowak,Operations,Operations Manager,10-12-2010,Good,16,Active,On-site,88705,Italy,Rome,22,Senior,2010,15.7,16,1,3,Medium,12,4
EMP-13018,Dr. Jeanne Wirth,IT,Data Engineer,15-05-2026,Excellent,29,Resigned,On-site,122701,United Kingdom,Edinburgh,41,Mid,2026,0.2,0,0,4,High,5,2
EMP-13019,Xavier-Elena Coolen,HR,HR Director,05-04-2012,Satisfactory,15,Active,Remote,101122,Spain,Bilbao,51,Senior,2012,14.3,14,1,2,High,4,2
EMP-13020,Univ.Prof. Linus Nowak,Operations,Operations Manager,13-05-2017,Good,20,Active,Hybrid,64609,Spain,Bilbao,55,Director,2017,9.2,9,1,3,Medium,5,2
EMP-13021,Univ.Prof. Florence-Sara Schmidt,Finance,Financial Analyst,02-03-2026,Good,3,Active,Hybrid,49195,Poland,Krakow,43,Mid,2026,0.4,0,1,3,Low,3,1
EMP-13022,Univ.Prof. Sofia Trommler,HR,Talent Specialist,12-08-2013,Good,0,Active,On-site,103231,Netherlands,Amsterdam,32,Senior,2013,13,13,1,3,High,8,3
EMP-13023,Nora Foster,IT,IT Manager,11-05-2011,Excellent,35,Active,On-site,149864,Netherlands,Eindhoven,41,Senior,2011,15.2,15,1,4,High,5,2
EMP-13024,Jan Wilkinson,IT,Software Developer,14-09-2012,Good,15,Active,On-site,53039,France,Nice,59,Junior,2012,13.9,14,1,3,Low,9,3
EMP-13025,Jenny Carretero,Sales,Business Development,21-02-2025,Good,11,Active,Remote,98320,France,Toulouse,33,Junior,2025,1.5,1,1,3,High,2,1
EMP-13026,Prof. Bertrand Foster,Finance,CFO,23-06-2009,Satisfactory,18,Active,On-site,65751,Italy,Milan,40,Senior,2009,17.1,17,1,2,Medium,6,2
EMP-13027,Univ.Prof. Valentina Koch,Sales,Sales Director,30-05-2026,Satisfactory,30,Active,On-site,97391,Netherlands,Utrecht,39,Director,2026,0.2,0,1,2,High,5,2
EMP-13028,Reinhold Baker,Operations,Logistics,09-07-2014,Satisfactory,1,Active,On-site,77466,Germany,Berlin,26,Mid,2014,12.1,12,1,2,Medium,7,3
EMP-13029,Univ.Prof. Julia-Linus Trommler,Sales,Sales Manager,16-07-2014,Good,13,Active,On-site,145295,Germany,Munich,53,Senior,2014,12.1,12,1,3,High,7,3
EMP-13030,Xavier Colas,Finance,Financial Analyst,17-11-2018,Good,18,Active,Remote,130647,Spain,Barcelona,23,Director,2018,7.7,8,1,3,High,11,4
EMP-13031,Dipl.-Ing. Eleanor Tomas,Sales,Regional Lead,06-02-2021,Good,0,Active,On-site,97975,Poland,Lodz,36,Senior,2021,5.5,5,1,3,High,2,1
EMP-13032,Nora Wilson,HR,HR Director,28-07-2010,Good,19,Active,On-site,57242,France,Paris,43,Senior,2010,16,16,1,3,Medium,7,3
EMP-13033,Abdul Green,Finance,CFO,06-02-2009,Good,23,Active,Remote,122358,Germany,Hamburg,41,Director,2009,17.5,17,1,3,High,2,1
EMP-13034,Dott. Elena Velderman,Operations,Logistics,15-04-2011,Satisfactory,18,Active,Remote,60262,Netherlands,The Hague,56,Mid,2011,15.3,15,1,2,Medium,4,2
EMP-13035,Dex Stiebitz,HR,Talent Specialist,06-09-2016,Satisfactory,10,Active,On-site,103136,Italy,Rome,30,Mid,2016,9.9,10,1,2,High,9,3
EMP-13036,Elena Stiebitz,IT,Data Engineer,16-12-2017,Good,11,Active,Remote,63226,Spain,Valencia,55,Senior,2017,8.6,9,1,3,Medium,12,4
EMP-13037,Mrs Lee Rossi,IT,System Admin,06-06-2020,Good,9,Active,On-site,35000,United Kingdom,Leeds,29,Mid,2020,6.2,6,1,3,Low,6,2
EMP-13038,Wayne-Dylan Zwaben,Operations,Operations Analyst,21-09-2008,Good,7,Active,Hybrid,35000,United Kingdom,London,34,Junior,2008,17.9,18,1,3,Low,9,3
EMP-13039,Felix Eimer,HR,Talent Specialist,09-12-2025,Good,29,Active,On-site,90624,Germany,Munich,42,Senior,2025,0.7,1,1,3,Medium,12,4
EMP-13040,Sig.Ra Wayne Bryan,Sales,Business Development,12-12-2025,Satisfactory,16,Active,Remote,47789,United Kingdom,London,46,Junior,2025,0.7,1,1,2,Low,12,4
EMP-13041,Lesley Diallo,IT,DevOps Engineer,08-02-2018,Excellent,18,Active,Hybrid,57615,United Kingdom,Birmingham,34,Junior,2018,8.5,8,1,4,Medium,2,1
EMP-13042,Andree Jennings,Finance,Accountant,13-12-2020,Satisfactory,7,Active,On-site,47699,Italy,Venice,24,Mid,2020,5.6,6,1,2,Low,12,4
EMP-13043,Univ.Prof. Maartje Bryan,Operations,Logistics,03-01-2020,Good,34,Active,Hybrid,38137,United Kingdom,Birmingham,38,Mid,2020,6.6,6,1,3,Low,1,1
EMP-13044,Patricia Hellevoort,Finance,Finance Manager,23-11-2014,Good,26,Active,Hybrid,104530,France,Paris,34,Senior,2014,11.7,12,1,3,High,11,4
EMP-13045,Julia Zwaben,Sales,Sales Director,23-07-2011,Good,18,Active,Hybrid,66715,France,Lyon,35,Senior,2011,15,15,1,3,Medium,7,3
EMP-13046,Univ.Prof. Lucie Moreau,Operations,Operations Analyst,09-07-2018,Good,13,Resigned,Hybrid,35000,Poland,Wroclaw,27,Senior,2018,8.1,8,0,3,Low,7,3
EMP-13047,Luce Foster,HR,HR Director,08-03-2012,Satisfactory,5,Active,On-site,66455,Italy,Naples,38,Senior,2012,14.4,14,1,2,Medium,3,1
EMP-13048,Gianluigi Rossi,Operations,Operations Manager,18-06-2014,Excellent,35,Terminated,On-site,54703,Netherlands,Amsterdam,39,Senior,2014,12.1,12,0,4,Low,6,2
EMP-13049,Gianluigi Collin,Operations,Operations Analyst,04-10-2012,Satisfactory,3,Active,Hybrid,72108,France,Marseille,54,Junior,2012,13.8,14,1,2,Medium,10,4
EMP-13050,Theodor Carretero,Sales,Sales Executive,04-11-2018,Good,11,Active,On-site,119141,Italy,Milan,44,Junior,2018,7.8,8,1,3,High,11,4
EMP-13051,Wayne Coolen,Operations,Supply Chain,27-07-2008,Good,3,Active,Remote,35000,Spain,Barcelona,59,Junior,2008,18,18,1,3,Low,7,3
EMP-13052,Dex Besnard,Finance,Accountant,02-09-2022,Good,5,Resigned,On-site,66302,Italy,Rome,59,Junior,2022,3.9,4,0,3,Medium,9,3
EMP-13053,Annamaria Reed,Finance,Financial Analyst,31-07-2024,Good,32,Active,On-site,84650,Spain,Valencia,33,Junior,2024,2,2,1,3,Medium,7,3
EMP-13054,Dott. Hortense Rossi,Sales,Sales Executive,07-03-2009,Excellent,0,Active,On-site,151862,Netherlands,Utrecht,40,Mid,2009,17.4,17,1,4,High,3,1
EMP-13055,Bernard Van Den Nuwenhuysen,HR,Recruiter,02-02-2025,Satisfactory,20,Active,Remote,35000,United Kingdom,Leeds,21,Junior,2025,1.5,1,1,2,Low,2,1
EMP-13056,Dipl.-Ing. Wayne Moulin,Sales,Sales Manager,12-04-2019,Good,31,Active,On-site,133345,United Kingdom,Edinburgh,24,Senior,2019,7.3,7,1,3,High,4,2
EMP-13057,Miss Bertrand Diallo,HR,Talent Specialist,03-09-2025,Needs Improvement,1,Active,Remote,78875,Italy,Venice,43,Director,2025,0.9,1,1,1,Medium,9,3
EMP-13058,Dipl.-Ing. Bernard Henk,Operations,Operations Director,08-10-2008,Good,23,Active,On-site,62044,Netherlands,Rotterdam,36,Mid,2008,17.8,18,1,3,Medium,10,4
EMP-13059,Mrs Olivia Rossi,Finance,Tax Specialist,26-02-2014,Excellent,22,Active,On-site,62417,Netherlands,Utrecht,52,Mid,2014,12.4,12,1,4,Medium,2,1
EMP-13060,Prof. Franck-Xavier Hopkins,HR,Recruiter,15-12-2024,Satisfactory,7,Active,Remote,94567,Netherlands,Amsterdam,32,Junior,2024,1.6,2,1,2,Medium,12,4
EMP-13061,Jeanne Lindner,IT,DevOps Engineer,06-01-2017,Good,25,Active,On-site,92677,France,Paris,25,Director,2017,9.6,9,1,3,Medium,1,1
EMP-13062,Sig.Ra Sofia De Vries,Finance,Financial Analyst,21-12-2020,Satisfactory,2,Active,Hybrid,141259,Germany,Hamburg,35,Mid,2020,5.6,6,1,2,High,12,4
EMP-13063,Sig.Ra Bernard Wirth,Finance,Tax Specialist,26-02-2008,Good,1,Active,On-site,35000,Netherlands,Amsterdam,47,Director,2008,18.4,18,1,3,Low,2,1
EMP-13064,Univ.Prof. Sarah Eimer,Operations,Operations Analyst,15-07-2018,Satisfactory,17,Active,Hybrid,90390,Germany,Hamburg,45,Mid,2018,8.1,8,1,2,Medium,7,3
EMP-13065,Dr. Clara Wieloch,Operations,Operations Analyst,07-12-2018,Satisfactory,23,Active,Hybrid,71187,Netherlands,Rotterdam,33,Director,2018,7.7,8,1,2,Medium,12,4
EMP-13066,Mrs Gilbert Joubert,IT,System Admin,20-08-2019,Good,24,Active,Remote,101750,France,Nice,59,Mid,2019,7,7,1,3,High,8,3
EMP-13067,Mrs Nora Hellevoort,Sales,Sales Director,20-06-2011,Good,6,Active,Hybrid,35000,Germany,Frankfurt,55,Senior,2011,15.1,15,1,3,Low,6,2
EMP-13068,Mrs Gina Hopkins,Operations,Operations Director,24-04-2024,Good,20,Active,Hybrid,54005,Germany,Munich,25,Senior,2024,2.3,2,1,3,Low,4,2
EMP-13069,Clara Harris,HR,HR Manager,31-05-2014,Good,19,Resigned,Remote,57599,Netherlands,Eindhoven,39,Junior,2014,12.2,12,0,3,Medium,5,2
EMP-13070,Sig.Ra Anna Coolen,Sales,Sales Manager,03-11-2019,Needs Improvement,35,Active,On-site,67837,United Kingdom,Birmingham,21,Mid,2019,6.8,7,1,1,Medium,11,4
EMP-13071,Sara Denis,HR,HR Coordinator,06-09-2025,Good,26,Active,Remote,104389,Netherlands,Amsterdam,43,Director,2025,0.9,1,1,3,High,9,3
EMP-13072,Ernesto Kohler,Finance,CFO,05-04-2019,Good,10,Active,On-site,71004,France,Lyon,54,Mid,2019,7.3,7,1,3,Medium,4,2
EMP-13073,Olivia Foster,HR,Talent Specialist,22-09-2011,Satisfactory,34,Active,Hybrid,147725,Italy,Milan,48,Mid,2011,14.9,15,1,2,High,9,3
EMP-13074,Univ.Prof. Olivia Erve,IT,System Admin,31-10-2014,Satisfactory,0,Active,On-site,62594,Poland,Lodz,50,Mid,2014,11.8,12,1,2,Medium,10,4
EMP-13075,Lucie Renier,HR,HR Coordinator,03-09-2017,Good,2,Active,On-site,90360,Spain,Valencia,41,Junior,2017,8.9,9,1,3,Medium,9,3
EMP-13076,Mrs Morena-Anastasia Renier,Finance,Financial Analyst,24-12-2015,Excellent,29,Active,On-site,77997,United Kingdom,Birmingham,33,Senior,2015,10.6,11,1,4,Medium,12,4
EMP-13077,Reinhold Wirth,Operations,Logistics,27-12-2011,Satisfactory,8,Active,On-site,87501,Germany,Munich,45,Junior,2011,14.6,15,1,2,Medium,12,4
EMP-13078,Miss Nora Foster,IT,Software Developer,23-03-2010,Satisfactory,13,Resigned,Remote,130591,Spain,Madrid,41,Junior,2010,16.4,16,0,2,High,3,1
EMP-13079,Olivia Collin,Operations,Supply Chain,12-12-2010,Good,33,Active,Hybrid,107881,Netherlands,Amsterdam,59,Senior,2010,15.7,16,1,3,High,12,4
EMP-13080,Olivia-Dex Wilkinson,Sales,Regional Lead,08-06-2021,Satisfactory,13,Active,On-site,131597,United Kingdom,Madrid,30,Junior,2021,5.2,5,1,2,High,6,2
EMP-13081,Nora De Vries,HR,HR Manager,29-05-2026,Needs Improvement,1,Active,Hybrid,38959,France,Nice,37,Junior,2026,0.2,0,1,1,Low,5,2
EMP-13082,Dipl.-Ing. Florence Erve,IT,Software Developer,18-09-2017,Satisfactory,10,Active,Remote,63081,Germany,London,40,Mid,2017,8.9,9,1,2,Medium,9,3
EMP-13083,Lesley Sureda,Operations,Supply Chain,22-11-2009,Good,35,Active,Hybrid,57331,United Kingdom,Leeds,53,Mid,2009,16.7,17,1,3,Medium,11,4
EMP-13084,Univ.Prof. Elena Hopkins,Finance,Tax Specialist,24-01-2012,Satisfactory,19,Active,On-site,67500,United Kingdom,Leeds,59,Mid,2012,14.5,14,1,2,Medium,1,1
EMP-13085,Miss Jeanne Vidal,Sales,Business Development,01-09-2023,Excellent,21,Terminated,Hybrid,108934,France,Lyon,36,Senior,2023,2.9,3,0,4,High,9,3
EMP-13086,Dr. Hortense Diallo,IT,Software Developer,24-06-2012,Good,10,Active,On-site,149901,Spain,Valencia,21,Mid,2012,14.1,14,1,3,High,6,2
EMP-13087,Dr. Olivia Erve,Operations,Operations Analyst,04-01-2020,Excellent,13,Active,On-site,82059,Germany,Hamburg,34,Mid,2020,6.6,6,1,4,Medium,1,1
EMP-13088,Morena Koch,Sales,Sales Director,04-04-2011,Satisfactory,35,Active,Hybrid,100500,Poland,Lodz,21,Senior,2011,15.3,15,1,2,High,4,2
EMP-13089,Prof. Lee Erve,IT,Data Engineer,19-05-2010,Excellent,0,Active,Hybrid,110867,France,Lyon,58,Director,2010,16.2,16,1,4,High,5,2
EMP-13090,Hortense Moreau,Operations,Operations Manager,18-01-2015,Satisfactory,32,Resigned,Remote,89490,United Kingdom,London,26,Senior,2015,11.6,11,0,2,Medium,1,1
